               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 190,            0.020764,            0.015665,            0.019242,                   0,                   0,                   0,                   0,                   0,           0.0045023,                   0,            0.003763,            0.003763,            0.003763
                 191,             0.02079,            0.015727,            0.019093,                   0,                   0,                   0,                   0,                   0,           0.0045032,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.020679,            0.015539,            0.018714,                   0,                   0,                   0,                   0,                   0,           0.0045039,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.020596,            0.015549,            0.018561,                   0,                   0,                   0,                   0,                   0,           0.0045071,                   0,            0.003664,            0.003664,            0.003664
                 194,            0.020737,            0.015621,            0.018878,                   0,                   0,                   0,                   0,                   0,           0.0045113,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.020763,            0.015721,            0.019156,                   0,                   0,                   0,                   0,                   0,           0.0045137,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.020466,            0.015423,             0.01862,                   0,                   0,                   0,                   0,                   0,           0.0045152,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.020561,            0.015457,            0.018623,                   0,                   0,                   0,                   0,                   0,            0.004514,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.020415,            0.015497,            0.018486,                   0,                   0,                   0,                   0,                   0,           0.0045138,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.020456,            0.015346,            0.018398,                   0,                   0,                   0,                   0,                   0,           0.0045169,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.020336,             0.01548,            0.018193,                   0,                   0,                   0,                   0,                   0,           0.0045172,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.020286,            0.015401,            0.018366,                   0,                   0,                   0,                   0,                   0,           0.0045196,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.020463,            0.015421,            0.018193,                   0,                   0,                   0,                   0,                   0,           0.0045233,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.020484,            0.015479,             0.01818,                   0,                   0,                   0,                   0,                   0,           0.0045233,                   0,            0.003334,            0.003334,            0.003334
                 204,             0.02037,            0.015381,            0.018179,                   0,                   0,                   0,                   0,                   0,           0.0045244,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.020452,            0.015476,            0.018138,                   0,                   0,                   0,                   0,                   0,           0.0045261,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.020381,            0.015479,            0.018251,                   0,                   0,                   0,                   0,                   0,           0.0045273,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.020249,            0.015434,            0.017833,                   0,                   0,                   0,                   0,                   0,           0.0045269,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.020335,             0.01542,            0.018144,                   0,                   0,                   0,                   0,                   0,           0.0045268,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.020403,            0.015453,            0.018006,                   0,                   0,                   0,                   0,                   0,           0.0045264,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.020395,            0.015514,            0.017853,                   0,                   0,                   0,                   0,                   0,           0.0045254,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.020249,             0.01544,            0.017697,                   0,                   0,                   0,                   0,                   0,           0.0045252,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.020004,            0.015303,             0.01773,                   0,                   0,                   0,                   0,                   0,           0.0045252,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.020295,            0.015344,            0.017609,                   0,                   0,                   0,                   0,                   0,           0.0045275,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.020265,            0.015402,            0.017736,                   0,                   0,                   0,                   0,                   0,           0.0045276,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.020062,            0.015176,            0.017578,                   0,                   0,                   0,                   0,                   0,           0.0045269,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.020174,            0.015459,            0.017713,                   0,                   0,                   0,                   0,                   0,           0.0045282,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.020168,            0.015261,            0.017393,                   0,                   0,                   0,                   0,                   0,           0.0045303,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.020057,            0.015316,            0.017399,                   0,                   0,                   0,                   0,                   0,           0.0045317,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.020084,            0.015331,            0.017558,                   0,                   0,                   0,                   0,                   0,           0.0045315,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.019989,            0.015338,            0.017013,                   0,                   0,                   0,                   0,                   0,            0.004531,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.019914,            0.015238,            0.017416,                   0,                   0,                   0,                   0,                   0,            0.004534,                   0,             0.00274,             0.00274,             0.00274
                 222,             0.01995,            0.015261,            0.017183,                   0,                   0,                   0,                   0,                   0,           0.0045332,                   0,            0.002707,            0.002707,            0.002707
                 223,             0.01996,            0.015212,            0.016897,                   0,                   0,                   0,                   0,                   0,           0.0045328,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.019936,            0.015264,            0.016961,                   0,                   0,                   0,                   0,                   0,           0.0045318,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.019756,            0.015209,             0.01684,                   0,                   0,                   0,                   0,                   0,           0.0045308,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.019847,            0.015217,             0.01703,                   0,                   0,                   0,                   0,                   0,           0.0045281,                   0,            0.002575,            0.002575,            0.002575
                 227,            0.019682,            0.015109,            0.016547,                   0,                   0,                   0,                   0,                   0,           0.0045272,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.019751,            0.015202,            0.016598,                   0,                   0,                   0,                   0,                   0,           0.0045239,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.019774,            0.015237,             0.01643,                   0,                   0,                   0,                   0,                   0,            0.004523,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.019717,            0.015203,             0.01648,                   0,                   0,                   0,                   0,                   0,           0.0045221,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.019543,            0.015004,            0.016502,                   0,                   0,                   0,                   0,                   0,           0.0045214,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.019771,            0.015131,             0.01647,                   0,                   0,                   0,                   0,                   0,           0.0045205,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.019666,            0.015143,            0.016539,                   0,                   0,                   0,                   0,                   0,           0.0045186,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.019715,            0.015175,            0.016196,                   0,                   0,                   0,                   0,                   0,           0.0045179,                   0,            0.002311,            0.002311,            0.002311
                 235,            0.019544,            0.015066,            0.016077,                   0,                   0,                   0,                   0,                   0,           0.0045167,                   0,            0.002278,            0.002278,            0.002278
                 236,            0.019511,            0.015213,            0.016423,                   0,                   0,                   0,                   0,                   0,           0.0045178,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.019314,            0.014879,            0.015729,                   0,                   0,                   0,                   0,                   0,           0.0045171,                   0,            0.002212,            0.002212,            0.002212
                 238,             0.01949,            0.015073,            0.015753,                   0,                   0,                   0,                   0,                   0,           0.0045154,                   0,            0.002179,            0.002179,            0.002179
                 239,            0.019358,            0.015094,            0.015635,                   0,                   0,                   0,                   0,                   0,           0.0045137,                   0,            0.002146,            0.002146,            0.002146
                 240,            0.019442,             0.01505,            0.015519,                   0,                   0,                   0,                   0,                   0,           0.0045143,                   0,            0.002113,            0.002113,            0.002113
                 241,            0.019348,            0.015017,            0.015752,                   0,                   0,                   0,                   0,                   0,           0.0045147,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.019149,            0.014945,             0.01559,                   0,                   0,                   0,                   0,                   0,           0.0045139,                   0,            0.002047,            0.002047,            0.002047
                 243,            0.019358,            0.015031,            0.015535,                   0,                   0,                   0,                   0,                   0,            0.004513,                   0,            0.002014,            0.002014,            0.002014
                 244,             0.01918,            0.014958,            0.015432,                   0,                   0,                   0,                   0,                   0,           0.0045133,                   0,            0.001981,            0.001981,            0.001981
                 245,            0.019309,            0.015031,            0.015443,                   0,                   0,                   0,                   0,                   0,           0.0045135,                   0,            0.001948,            0.001948,            0.001948
                 246,            0.019012,            0.014943,            0.015176,                   0,                   0,                   0,                   0,                   0,           0.0045143,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.019134,            0.014844,            0.015229,                   0,                   0,                   0,                   0,                   0,           0.0045164,                   0,            0.001882,            0.001882,            0.001882
                 248,            0.019144,            0.014923,            0.015401,                   0,                   0,                   0,                   0,                   0,           0.0045162,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.019208,             0.01498,            0.015098,                   0,                   0,                   0,                   0,                   0,           0.0045156,                   0,            0.001816,            0.001816,            0.001816
                 250,            0.018974,            0.014971,            0.015102,                   0,                   0,                   0,                   0,                   0,           0.0045154,                   0,            0.001783,            0.001783,            0.001783
                 251,            0.018962,            0.014826,            0.014984,                   0,                   0,                   0,                   0,                   0,            0.004516,                   0,             0.00175,             0.00175,             0.00175
                 252,            0.018875,            0.014805,            0.014618,                   0,                   0,                   0,                   0,                   0,           0.0045163,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.018954,            0.014907,            0.014823,                   0,                   0,                   0,                   0,                   0,           0.0045171,                   0,            0.001684,            0.001684,            0.001684
                 254,            0.018948,            0.014904,            0.014473,                   0,                   0,                   0,                   0,                   0,           0.0045165,                   0,            0.001651,            0.001651,            0.001651
                 255,            0.018909,            0.014776,            0.014715,                   0,                   0,                   0,                   0,                   0,            0.004517,                   0,            0.001618,            0.001618,            0.001618
                 256,            0.018791,            0.014893,            0.014539,                   0,                   0,                   0,                   0,                   0,           0.0045161,                   0,            0.001585,            0.001585,            0.001585
                 257,            0.018635,            0.014605,            0.014481,                   0,                   0,                   0,                   0,                   0,           0.0045169,                   0,            0.001552,            0.001552,            0.001552
                 258,            0.018669,            0.014771,            0.014282,                   0,                   0,                   0,                   0,                   0,           0.0045172,                   0,            0.001519,            0.001519,            0.001519
                 259,            0.018624,              0.0148,            0.014212,                   0,                   0,                   0,                   0,                   0,           0.0045167,                   0,            0.001486,            0.001486,            0.001486
                 260,             0.01854,            0.014676,            0.014102,                   0,                   0,                   0,                   0,                   0,           0.0045145,                   0,            0.001453,            0.001453,            0.001453
                 261,            0.018509,            0.014616,            0.014323,                   0,                   0,                   0,                   0,                   0,           0.0045136,                   0,             0.00142,             0.00142,             0.00142
                 262,            0.018625,            0.014742,            0.013861,                   0,                   0,                   0,                   0,                   0,            0.004513,                   0,            0.001387,            0.001387,            0.001387
                 263,            0.018574,            0.014658,            0.013565,                   0,                   0,                   0,                   0,                   0,           0.0045133,                   0,            0.001354,            0.001354,            0.001354
                 264,            0.018333,            0.014598,            0.013655,                   0,                   0,                   0,                   0,                   0,           0.0045138,                   0,            0.001321,            0.001321,            0.001321
                 265,            0.018383,             0.01467,            0.013821,                   0,                   0,                   0,                   0,                   0,           0.0045138,                   0,            0.001288,            0.001288,            0.001288
                 266,            0.018431,            0.014672,             0.01366,                   0,                   0,                   0,                   0,                   0,           0.0045139,                   0,            0.001255,            0.001255,            0.001255
                 267,            0.018266,            0.014625,            0.013407,                   0,                   0,                   0,                   0,                   0,           0.0045144,                   0,            0.001222,            0.001222,            0.001222
                 268,            0.018178,            0.014522,             0.01353,                   0,                   0,                   0,                   0,                   0,            0.004514,                   0,            0.001189,            0.001189,            0.001189
                 269,            0.018176,            0.014557,            0.013465,                   0,                   0,                   0,                   0,                   0,           0.0045141,                   0,            0.001156,            0.001156,            0.001156
                 270,            0.018254,            0.014586,            0.013609,                   0,                   0,                   0,                   0,                   0,            0.004513,                   0,            0.001123,            0.001123,            0.001123
                 271,            0.017997,            0.014506,             0.01313,                   0,                   0,                   0,                   0,                   0,           0.0045108,                   0,             0.00109,             0.00109,             0.00109
                 272,            0.018102,            0.014487,            0.013204,                   0,                   0,                   0,                   0,                   0,           0.0045092,                   0,            0.001057,            0.001057,            0.001057
                 273,            0.017972,            0.014442,              0.0131,                   0,                   0,                   0,                   0,                   0,           0.0045093,                   0,            0.001024,            0.001024,            0.001024
                 274,            0.017769,            0.014393,            0.013002,                   0,                   0,                   0,                   0,                   0,           0.0045085,                   0,            0.000991,            0.000991,            0.000991
                 275,            0.018011,            0.014548,            0.012839,                   0,                   0,                   0,                   0,                   0,            0.004508,                   0,            0.000958,            0.000958,            0.000958
                 276,            0.017723,            0.014352,            0.012441,                   0,                   0,                   0,                   0,                   0,           0.0045075,                   0,            0.000925,            0.000925,            0.000925
                 277,            0.017859,            0.014573,            0.012696,                   0,                   0,                   0,                   0,                   0,           0.0045077,                   0,            0.000892,            0.000892,            0.000892
                 278,            0.017731,            0.014377,            0.012363,                   0,                   0,                   0,                   0,                   0,           0.0045077,                   0,            0.000859,            0.000859,            0.000859
                 279,            0.017813,            0.014459,            0.012259,                   0,                   0,                   0,                   0,                   0,           0.0045077,                   0,            0.000826,            0.000826,            0.000826
                 280,            0.017628,            0.014484,             0.01244,                   0,                   0,                   0,                   0,                   0,           0.0045069,                   0,            0.000793,            0.000793,            0.000793
                 281,            0.017594,            0.014111,            0.012165,                   0,                   0,                   0,                   0,                   0,           0.0045052,                   0,             0.00076,             0.00076,             0.00076
                 282,            0.017528,            0.014338,            0.012151,                   0,                   0,                   0,                   0,                   0,           0.0045026,                   0,            0.000727,            0.000727,            0.000727
                 283,            0.017557,            0.014288,            0.012394,                   0,                   0,                   0,                   0,                   0,           0.0045013,                   0,            0.000694,            0.000694,            0.000694
                 284,            0.017315,            0.014324,            0.012169,                   0,                   0,                   0,                   0,                   0,           0.0045012,                   0,            0.000661,            0.000661,            0.000661
                 285,            0.017302,            0.014185,            0.011905,                   0,                   0,                   0,                   0,                   0,           0.0045002,                   0,            0.000628,            0.000628,            0.000628
                 286,            0.017185,            0.014219,            0.011813,                   0,                   0,                   0,                   0,                   0,           0.0045017,                   0,            0.000595,            0.000595,            0.000595
                 287,            0.017291,            0.014269,            0.011499,                   0,                   0,                   0,                   0,                   0,           0.0045026,                   0,            0.000562,            0.000562,            0.000562
                 288,            0.017257,            0.014186,            0.011678,                   0,                   0,                   0,                   0,                   0,           0.0045031,                   0,            0.000529,            0.000529,            0.000529
                 289,             0.01707,            0.014108,            0.011657,                   0,                   0,                   0,                   0,                   0,           0.0045041,                   0,            0.000496,            0.000496,            0.000496
                 290,            0.017105,            0.014182,            0.011728,                   0,                   0,                   0,                   0,                   0,           0.0045041,                   0,            0.000463,            0.000463,            0.000463
                 291,            0.017101,            0.014144,            0.011332,                   0,                   0,                   0,                   0,                   0,           0.0045047,                   0,             0.00043,             0.00043,             0.00043
                 292,            0.017025,            0.014089,            0.011437,                   0,                   0,                   0,                   0,                   0,           0.0045044,                   0,            0.000397,            0.000397,            0.000397
                 293,            0.016921,            0.014093,            0.011374,                   0,                   0,                   0,                   0,                   0,           0.0045054,                   0,            0.000364,            0.000364,            0.000364
                 294,            0.016858,            0.013973,            0.011264,                   0,                   0,                   0,                   0,                   0,           0.0045051,                   0,            0.000331,            0.000331,            0.000331
                 295,            0.016951,            0.014111,            0.011283,                   0,                   0,                   0,                   0,                   0,            0.004505,                   0,            0.000298,            0.000298,            0.000298
                 296,             0.01673,            0.013954,            0.011299,                   0,                   0,                   0,                   0,                   0,           0.0045065,                   0,            0.000265,            0.000265,            0.000265
                 297,            0.016821,            0.014079,            0.011345,                   0,                   0,                   0,                   0,                   0,           0.0045074,                   0,            0.000232,            0.000232,            0.000232
                 298,            0.016582,            0.013948,            0.010894,                   0,                   0,                   0,                   0,                   0,           0.0045082,                   0,            0.000199,            0.000199,            0.000199
                 299,            0.016622,             0.01392,              0.0109,                   0,                   0,                   0,                   0,                   0,           0.0045098,                   0,            0.000166,            0.000166,            0.000166
